OrderId,OrderTime,OrderDay,OrderTime(H:M),ShipPrefecture,ShipCity,Title,Brand,Condition,Category,Color,Season,TotalPrice（商品合計金額）,Total（請求金額）,Total（請求金額＊ポイント含まない）,UnitPrice（単価）,UsePoint（利用ポイント金額）,TotalMallCouponDiscount（クーポン値引金額）,ShipCharge（送料）,
10000071,12/30/21 11:07,2021/12/30,11:07,埼玉県,さいたま市岩槻区,新品同様/キャラオクルス CARA O CRUZ レリアン 美揺ニットスカート 表記11号(40号相当) 黒/ブラック 毛100% 秋冬向け ボトムス レディース,キャラオクルス,新品同様,ボトムス,ブラック,秋冬,16500,16200,16200,16500,0,-300,0,
10000070,12/26/21 20:32,2021/12/26,20:32,東京都,北区上中里,新品同様/エスタコット ESTACOT  ふっくらウール混Pコート 紺/ネイビー 秋冬 オフィス 通勤 通学 お出かけ アウター レディース,エスタコット,新品同様,アウター,ネイビー,秋冬,11000,7700,7700,11000,0,-3300,0,
10000069,12/20/21 2:11,2021/12/20,02:11,大阪府,豊中市豊原町,新品同様/ローラアシュレイ LAURA ASHLEY お洒落ラップ/巻きワンピース 9号/M相当 ボルドー系 ジャージ素材 長袖 春夏秋向け レディース,ローラアシュレイ,新品同様,ワンピース,,春夏,18700,18500,18500,18700,0,-200,0,
10000068,12/17/21 12:58,2021/12/17,12:58,奈良県,北葛城郡広陵町,新品同様/シャミー Chamois ざっくり編ニットカーディガン 表記40号(11号/L相当) 群青色 グラデーション 半袖 秋冬向 トップス レディース,シャミー,新品同様,トップス,青,秋冬,8300,5990,5990,7700,0,-2310,600,
10000067,12/14/21 0:50,2021/12/14,00:50,愛知県,日進市,美品/ピエールカルダン pierre cardin スカートスーツ 表記9号(M相当) 紺/ネイビー 毛100% 卒業式 入学式 春秋向 セットアップ レディース,ピエールカルダン,美品,スーツ,ネイビー,春秋,18700,13033,13090,18700,57,-5610,0,
10000066,12/13/21 9:04,2021/12/13,09:04,東京都,江戸川区春江町,新品同様/ドゥクラッセ Do CLASSE お洒落バイカラーワンピース 表記11号(40号/L相当) 黒/ブラック ベージュ 長袖 伸縮 春秋冬向 レディース,ドゥクラッセ,新品同様,ワンピース,ブラック,秋冬,9070,6529,6529,8470,0,-2541,600,
10000065,12/10/21 12:52,2021/12/10,12:52,京都府,向日市,美品/モガ MOGA 上品ニットカーディガン 表記2号(9号/38号/M相当) グレー 毛ウール100% 羽織系 フリル風仕立 春秋向け トップス レディース,モガ,美品,トップス,グレー,春秋,8300,5900,5990,7700,90,-2310,600,
10000064,12/9/21 22:51,2021/12/09,22:51,愛媛県,松山市,美品/バナナリパブリック BANANA REPUBLIC ツイードジャケット 小さいサイズ 表記0号(7号相当) ベージュ 毛混 秋冬向 アウター レディース,バナナリパブリック,美品,アウター,ベージュ,秋冬,11440,11340,11340,11440,0,-100,0,
10000063,12/9/21 12:35,2021/12/09,12:35,大阪府,豊中市,美品/ビースリー B3 大人な美脚ストレッチパンツ 表記32号(9号/M相当) 黒/ブラック ロゴ釦 お出掛け 春夏秋向け ボトムス レディース,ビースリー,美品,ボトムス,ブラック,春夏,8080,5836,5836,7480,0,-2244,600,
10000062,12/7/21 23:57,2021/12/07,23:57,京都府,京都市中京区蟷螂山町,美品/レリアン Leilian 高級ウール100%カーディガン イタリア製糸 大きいサイズ 表記13号(LL相当) 深緑 刺繍 秋冬向け トップス レディース,レリアン,美品,トップス,緑,秋冬,26070,26070,26070,26070,0,,0,
10000061,12/7/21 21:39,2021/12/07,21:39,東京都,渋谷区,美品/ミスアシダ miss ashida 上品ワンピース 小さいサイズ 表記7号(S相当) 水色 毛ウール混 半袖 微ラメ チェック柄 春秋向け レディース,ミスアシダ,美品,ワンピース,水色,春秋,11000,11000,11000,11000,0,,0,
10000060,12/5/21 12:48,2021/12/05,12:48,京都府,京都市中京区蟷螂山町,美品/レリアン Leilian カーディガン 大きいサイズ 13号 LL 相当 黒 ブラック イタリア製 ウール ビーズ 長袖 秋 冬 トップス レディース,レリアン,美品,トップス,ブラック,秋,17600,17600,17600,17600,0,,0,
10000059,12/4/21 15:47,2021/12/04,15:47,愛知県,名古屋市緑区,美品/ホワイトイタリヤード WHITE ITARIYARD ふっくら美編タートルニット 起毛仕立 11号/L相当 青緑 ウール混 秋冬向 トップス レディース,ホワイトイタリヤード,美品,トップス,ホワイト,秋冬,8080,5836,5836,7480,0,-2244,600,
10000058,12/3/21 12:10,2021/12/03,12:10,東京都,小平市,新品同様/マリクレール marie claire ツイード スーツ 表記11号 40号 L相当 紺 ネイビー ノーカラー 長袖 秋冬 セットアップ レディース,マリクレール,新品同様,スーツ,ネイビー,秋冬,19800,13769,13860,19800,91,-5940,0,
10000057,12/3/21 0:03,2021/12/03,00:03,茨城県,水戸市,美品/ポールスチュアート Paul Stuart お洒落ガウチョパンツ/スカンツ 表記6号(細め9号/M相当) 茶/ブラウン 秋冬向け ボトムス レディース,ポールスチュアート,美品,ボトムス,ブラウン,秋冬,16280,16280,16280,16280,0,,0,
10000056,11/30/21 8:28,2021/11/30,08:28,東京都,板橋区,美品/インタープラネット INTER PLANET 極柔カシミヤ100%コート 表記40号(9号/M相当) 黒/ブラック 比翼 通勤 秋冬向け アウター レディース,インタープラネット,美品,アウター,ブラック,秋冬,16500,16500,16500,16500,0,,0,
10000055,11/27/21 12:40,2021/11/27,12:40,大阪府,寝屋川市,美品/優雅ミンクコート 大きいサイズ 13号/LL相当 茶/ブラウン 美艶 高級毛皮 美しい毛並み シンプル 秋冬向け アウター レディース,ノーブランド,美品,アウター,ブラウン,秋冬,24200,23700,23700,24200,0,-500,0,
10000054,11/27/21 9:12,2021/11/27,09:12,佐賀県,鳥栖市,新品同様/ニューヨーカー NEW YORKER ツイードカットソー 大きいサイズ13号(LL相当) 茶/ブラウン カシミヤ混 春秋向 トップス レディース,ニューヨーカー,新品同様,トップス,ブラウン,春秋,9180,9180,9180,8580,0,,600,
10000053,11/22/21 23:39,2021/11/22,23:39,滋賀県,草津市,美品/エムズグレイシー M'sGRACY コーデュロイスカート 表記9号(小さいサイズS～細めM相当) 紺/ネイビー系 秋冬向け ボトムス レディース,エムズグレイシー,美品,ボトムス,ネイビー,秋冬,14630,14630,14630,14630,0,,0,
10000052,11/17/21 9:33,2021/11/17,09:33,東京都,目黒区,美品/ピエールカルダン pierre cardin 美形スカート 表記11号(L相当) グレー 毛ウール カシミヤ混 シンプル 春秋冬向 ボトムス レディース,ピエールカルダン,美品,ボトムス,グレー,秋冬,9290,9290,9290,8690,0,,600,
10000051,11/14/21 10:18,2021/11/14,10:18,兵庫県,淡路市斗ノ内,美品/ハーディエイミス HARDY AMIES ブラックフォーマル ワンピーススーツ 大きいサイズ 15号 3L 相当 黒 喪服 日本製 春夏秋冬 レディース,ハーディエイミス,美品,スーツ,ブラック,春夏,38500,38500,38500,38500,0,,0,
10000050,11/13/21 13:21,2021/11/13,13:21,京都府,相楽郡精華町祝園西,新品同様/アクアスキュータム Aquascutum 美揺プリーツスカート 表記9号(M相当) グレー チェック柄 毛ウール100% 秋冬 ボトムス レディース,アクアスキュータム,新品同様,ボトムス,グレー,秋冬,15070,13570,14370,15070,800,-700,0,
10000049,11/10/21 10:32,2021/11/10,10:32,東京都,日野市,美品/オッズオネスト OZZ ONESTE おしゃれコーデュロイコート 小さめ(7号Sサイズ相当) 茶/ブラウン 秋冬 ファー付き アウター レディース,オッズオネスト,美品,アウター,ブラウン,秋冬,19800,19800,19800,19800,0,,0,
10000048,10/29/21 23:23,2021/10/29,23:23,長崎県,長崎市,美品/レリアン Leilian 上質ウール100%大人タイトスカート 9号(Ｍサイズ相当) 黒/ブラック オフィス 冠婚葬祭 ボトムス レディース,レリアン,美品,ボトムス,ブラック,,16500,16500,16500,16500,0,,0,
10000047,10/26/21 17:52,2021/10/26,17:52,埼玉県,大里郡寄居町,新品同様/セキネ sekine 美舞ロングスカート 社交ダンス 表記11号(40号/L相当) 緑/グリーン サテン 美艶感 春夏秋冬向 ボトムス レディース,セキネ,新品同様,ボトムス,グリーン,春夏,13200,11931,12200,13200,269,-1000,0,
10000046,10/18/21 23:42,2021/10/18,23:42,東京都,世田谷区南烏山,新品同様/ハーモニカ HARMONICA 優美ワンピース 表記F(9号/M相当) 黒/ブラック 花柄 しわ感 異素材 半袖 シンプル 春夏向け レディース,ハーモニカ,新品同様,ワンピース,ブラック,春夏,11880,11286,11286,11880,0,-594,0,
10000045,10/15/21 10:01,2021/10/15,10:01,宮崎県,宮崎市,新品同様/レステラ LESTERA レナウン 異素材ワンピース 表記40号(11号/L相当) 黒/ブラック 毛ウール混 7分袖 ノーカラー 春秋冬 レディース,レステラ,新品同様,ワンピース,ブラック,秋冬,15950,15950,15950,15950,0,,0,
10000044,10/8/21 17:45,2021/10/08,17:45,東京都,福生市,美品/ザラ ZARA チェック柄スカート 小さいサイズ 表記XS(5号～7号相当) 赤/レッド 黒/ブラック ロングタイト 春夏秋 ボトムス レディース,ザラ,美品,ボトムス,ブラック,春夏,7750,7750,7750,7150,0,,600,
10000043,10/1/21 1:19,2021/10/01,01:19,神奈川県,横浜市鶴見区,美品/ティエリーミュグレー Thierry Mugler ラップスカート チューリップ 表記60-88 Ｓ 相当 赤 ベロア ミニ丈 秋 冬 ボトムス レディース,ティエリーミュグレー,美品,ボトムス,グレー,秋,7420,7420,7420,6820,0,,600,
10000042,9/16/21 17:22,2021/09/16,17:22,東京都,世田谷区南烏山,美品/ジェラールダレル GERARD DAREL 上質アンゴラ混ロングコート 黒/ブラック ファー付き ウール混 お出かけ 秋冬 アウター レディース,ジェラールダレル,美品,アウター,ブラック,秋冬,25300,22770,22770,25300,0,-2530,0,
10000041,9/16/21 9:34,2021/09/16,09:34,東京都,渋谷区,美品/バレンザ VALENZA ライダース風ジャケット 大きいサイズ 表記44号(13号相当) 黒/ブラック 立体モチーフ 春秋冬向 アウター レディース,バレンザ,美品,アウター,ブラック,秋冬,19800,19800,19800,19800,0,,0,
10000040,9/7/21 23:04,2021/09/07,23:04,東京都,練馬区,美品/トランスワーク TRANS WORK お洒落な美揺れワンピース 表記38号(9号相当) 黒 ドット柄 リボン お食事会 春秋向け レディース,トランスワーク,美品,ワンピース,黒,春秋,12100,12100,12100,12100,0,,0,
10000039,9/6/21 16:58,2021/09/06,16:58,兵庫県,西宮市,美品/インディヴィ INDIVI 美形パンツスーツ 小さいサイズ 表記36号(7号/S相当) 黒/ブラック デニム調 通勤 春秋 セットアップ レディース,インディヴィ,美品,スーツ,ブラック,春秋,15650,15650,15650,15400,0,,0,
10000038,8/27/21 22:55,2021/08/27,22:55,山形県,西置賜郡白鷹町大字畔藤,美品/オリバーヴァレンティノ OLIVER BY VALENTINO イタリア製アンサンブルニット I42号(M相当) 黒/ブラック アンゴラ混 秋冬向 レディース,オリバーヴァレンティノ,美品,トップス,ブラック,秋冬,9400,9400,9400,8800,0,,600,
10000037,8/24/21 15:49,2021/08/24,15:49,東京都,港区西麻布,美品/ドゥスール Douceur 美揺れフレアスカート 表記38号(9号/M相当) 紺/ネイビー カットワークレース ドット柄 春夏 ボトムス レディース,ドゥスール,美品,ボトムス,ネイビー,春夏,8300,8300,8300,7700,0,,600,
10000036,8/23/21 3:22,2021/08/23,03:22,千葉県,木更津市,極美品/上品ブラックフォーマルワンピース 表記11号(40号/L相当) 黒 襟レース 5分袖 ロング丈 冠婚葬祭 喪服 日本製 春夏向け レディース,ノーブランド,美品,ワンピース,ブラック,春夏,12100,12100,12100,12100,0,,0,
10000035,8/20/21 8:36,2021/08/20,08:36,佐賀県,鳥栖市,美品/ラピーヌ LAPINE ブラックフォーマルスカートスーツ 大きいサイズ 表記15号(3L相当) 黒 7分袖 春夏向け セットアップ レディース,ラピーヌ,美品,スーツ,ブラック,春夏,20680,20680,20680,20680,0,,0,
10000034,8/18/21 15:46,2021/08/18,15:46,香川県,善通寺市生野町,美品/東京ソワール SOIR REVE レース付ブラックフォーマルワンピース 表記9号(38号/M相当) 黒 冠婚葬祭 半袖 薄手 春夏向け レディース,東京ソワール,美品,ワンピース,ブラック,春夏,18700,18200,18200,18700,0,-500,0,
10000033,8/17/21 23:57,2021/08/17,23:57,東京都,渋谷区,新品/マックス&コー MAX&CO マックスマーラ 美形スカート 表記38号(9号/M相当) 黒/ブラック 白/ホワイト 春夏 ボトムス レディース,マックス&コー,新品,ボトムス,ブラック,春夏,17600,17600,17600,17600,0,,0,
10000032,8/17/21 23:52,2021/08/17,23:52,東京都,渋谷区,美品/詩仙堂 ヒトシタムラ ちりめん素材ジャケット/カーディガン 9号/M相当 黒/ブラック系 薄地 ノーカラー 春夏向け アウター レディース,詩仙堂,美品,アウター,ブラック,春夏,18700,18700,18700,18700,0,,0,
10000031,8/17/21 16:19,2021/08/17,16:19,埼玉県,さいたま市桜区,美品/Odds On Japan 美脚ストレッチパンツ 小さいサイズSサイズ(7号相当) 黒/ブラック 春秋向け 伸縮 お出かけ ボトムス レディース,オッドオンジャパン,美品,ボトムス,ブラック,春秋,8300,8200,8200,7700,0,-100,600,
10000030,8/14/21 18:26,2021/08/14,18:26,石川県,金沢市,美品/アクサラ AXARA 美形タイトスカート フランス製 表記40号(L相当) 白/ホワイト 紺/ネイビー 膝丈 ミニ丈 春夏向 ボトムス レディース,アクサラ,美品,ボトムス,ホワイト,春夏,7420,7420,7420,6820,0,,600,
10000029,7/31/21 5:16,2021/07/31,05:16,神奈川県,小田原市板橋,美品/クレージュ courreges お洒落なブラウスチュニック 表記40号(11号相当) 黒 白 チェック柄 お出掛け 春夏向け トップス レディース,クレージュ,美品,トップス,黒,春夏,9950,9950,9950,9350,0,,600,
10000028,6/16/21 10:36,2021/06/16,10:36,福岡県,福岡市博多区堅粕,美品/東京ソワール D'REREAD ブラックフォーマルワンピース 大きいサイズ 表記15号(3L相当) 黒 7分袖 冠婚葬祭 喪服 春夏向け レディース,東京ソワール,美品,ワンピース,ブラック,春夏,27720,27720,27720,27720,0,,0,
