,OrderTime,Brand,TotalPrice,Brand_Price_Range_Very Low,Brand_Price_Range_Low,Brand_Price_Range_Medium,Brand_Price_Range_High,Brand_Price_Range_Very High,Brand_Price_Range_Extremely High
823,2023-03-07 00:00:00,J.プレス,5950,0,1,0,0,0,0
822,2023-03-07 00:00:00,エニシス,11115,0,0,1,0,0,0
821,2023-03-07 00:00:00,ロペ,4000,0,1,0,0,0,0
820,2023-03-07 00:00:00,ピエールカルダン,3925,0,0,0,1,0,0
819,2023-03-07 00:00:00,組曲,11115,0,0,1,0,0,0
818,2023-03-07 00:00:00,ドゥクラッセ,11115,0,1,0,0,0,0
817,2023-03-07 00:00:00,レリアン,8350,0,0,0,0,0,1
807,2023-03-08 00:00:00,詩仙堂,17750,0,0,0,1,0,0
808,2023-03-08 00:00:00,詩仙堂,17750,0,0,0,1,0,0
809,2023-03-08 00:00:00,レリアン,8500,0,0,0,0,0,1
810,2023-03-08 00:00:00,レリアン,16150,0,0,0,0,0,1
814,2023-03-08 00:00:00,マリナルナルディ,4300,1,0,0,0,0,0
812,2023-03-08 00:00:00,ダーマコレクション,12800,0,0,1,0,0,0
813,2023-03-08 00:00:00,東京ソワール,19800,0,0,0,0,1,0
815,2023-03-08 00:00:00,バーバリー,25350,0,0,0,0,0,1
816,2023-03-08 00:00:00,クリッツィア,25350,0,0,0,1,0,0
811,2023-03-08 00:00:00,クリッツィアポイ,6000,0,1,0,0,0,0
797,2023-03-09 00:00:00,ドゥクラッセ,2900,0,1,0,0,0,0
798,2023-03-09 00:00:00,ジバンシイ,15500,0,0,0,1,0,0
800,2023-03-09 00:00:00,ギャバジンK.T,3150,0,0,1,0,0,0
799,2023-03-09 00:00:00,クロエ,9750,0,0,0,0,1,0
801,2023-03-09 00:00:00,ハロッズ,24200,0,0,0,0,0,1
803,2023-03-09 00:00:00,バレンザ,16450,0,0,0,1,0,0
804,2023-03-09 00:00:00,ピノーレ,7800,0,1,0,0,0,0
805,2023-03-09 00:00:00,ブルックスブラザーズ,7800,0,0,0,1,0,0
806,2023-03-09 00:00:00,アニエスベー,5600,0,0,1,0,0,0
802,2023-03-09 00:00:00,plaTinum ROUGE,16450,0,0,0,1,0,0
786,2023-03-10 00:00:00,ジュビアン,5775,0,1,0,0,0,0
788,2023-03-10 00:00:00,クリッツィア,18480,0,0,0,1,0,0
789,2023-03-10 00:00:00,東京ソワール,17100,0,0,0,0,1,0
790,2023-03-10 00:00:00,ビースリー,11500,0,1,0,0,0,0
787,2023-03-10 00:00:00,アンテイラー,12320,0,0,1,0,0,0
792,2023-03-10 00:00:00,伊太利屋,12125,0,0,0,1,0,0
793,2023-03-10 00:00:00,トゥービーシック,12125,0,0,0,0,1,0
794,2023-03-10 00:00:00,ギャラリービスコンティ,2600,0,1,0,0,0,0
795,2023-03-10 00:00:00,ビーシービージーマックスアズリア,7245,0,0,0,0,1,0
796,2023-03-10 00:00:00,ラルフローレン,8400,0,0,1,0,0,0
791,2023-03-10 00:00:00,東京ソワール,22200,0,0,0,0,1,0
785,2023-03-11 00:00:00,アポロベリー,17820,0,0,0,0,1,0
784,2023-03-12 00:00:00,ヒロコビス,8520,0,0,1,0,0,0
783,2023-03-12 00:00:00,レキップ,5595,0,1,0,0,0,0
780,2023-03-14 00:00:00,ローラアシュレイ,5580,0,0,0,1,0,0
781,2023-03-14 00:00:00,パウエルホロン,17900,0,0,0,1,0,0
782,2023-03-14 00:00:00,スコッチハウス,8300,0,1,0,0,0,0
779,2023-03-15 00:00:00,サンク,17800,0,0,0,1,0,0
778,2023-03-15 00:00:00,ラーム,12800,0,0,1,0,0,0
777,2023-03-16 00:00:00,ノーブランド,19690,0,1,0,0,0,0
776,2023-03-16 00:00:00,花柄ワンピース,19690,0,0,0,1,0,0
775,2023-03-17 00:00:00,銀座マギー,9400,0,0,0,1,0,0
774,2023-03-17 00:00:00,トランスワーク,12900,0,0,1,0,0,0
773,2023-03-17 00:00:00,オットー,15000,0,0,1,0,0,0
770,2023-03-18 00:00:00,セシオセラ,9800,0,1,0,0,0,0
772,2023-03-18 00:00:00,ヒロコビス,15620,0,0,1,0,0,0
771,2023-03-18 00:00:00,アウアウバイジュンコシマダ,16800,0,0,1,0,0,0
769,2023-03-19 00:00:00,ザラ,6799,0,1,0,0,0,0
768,2023-03-20 00:00:00,ミー,50700,0,0,0,0,0,1
767,2023-03-20 00:00:00,ピエールカルダン,50700,0,0,0,1,0,0
766,2023-03-20 00:00:00,レオナール,18500,0,0,0,0,0,1
765,2023-03-20 00:00:00,ビースリー,6500,0,1,0,0,0,0
764,2023-03-20 00:00:00,レリアン,50700,0,0,0,0,0,1
763,2023-03-20 00:00:00,リスペック,6100,0,1,0,0,0,0
762,2023-03-20 00:00:00,ヒロコビス,3810,0,0,1,0,0,0
761,2023-03-20 00:00:00,ビースリー,6100,0,1,0,0,0,0
760,2023-03-21 00:00:00,ファーバッグ,3980,1,0,0,0,0,0
759,2023-03-21 00:00:00,エムプルミエ,12100,0,0,1,0,0,0
756,2023-03-22 00:00:00,エフデ,21049,0,0,0,0,0,1
758,2023-03-22 00:00:00,ドゥクラッセ,12760,0,1,0,0,0,0
757,2023-03-22 00:00:00,ドゥクラッセ,7750,0,1,0,0,0,0
754,2023-03-23 00:00:00,インディヴィ,8300,0,0,0,1,0,0
753,2023-03-23 00:00:00,バンベール,12900,0,1,0,0,0,0
755,2023-03-23 00:00:00,高級オーダー品,12900,0,0,1,0,0,0
752,2023-03-24 00:00:00,ちぐさボーベル,20000,0,0,0,0,1,0
751,2023-03-24 00:00:00,キヨコタカセ,7860,0,0,1,0,0,0
750,2023-03-25 00:00:00,レリアン,32000,0,0,0,0,0,1
749,2023-03-25 00:00:00,ランバン,54700,0,0,0,0,0,1
748,2023-03-25 00:00:00,アクアスキュータム,54700,0,0,0,0,1,0
747,2023-03-25 00:00:00,エムズグレイシー,19800,0,0,0,0,1,0
746,2023-03-26 00:00:00,ロペ,6080,0,1,0,0,0,0
745,2023-03-26 00:00:00,マダムジョコンダ,6080,0,0,0,1,0,0
744,2023-03-26 00:00:00,かまくら辻ヶ花,17820,0,0,0,1,0,0
743,2023-03-27 00:00:00,ジュンアシダ,20000,0,0,0,0,1,0
740,2023-03-28 00:00:00,シャミー,9730,0,1,0,0,0,0
741,2023-03-28 00:00:00,49AVジュンコシマダ,11500,0,0,1,0,0,0
742,2023-03-28 00:00:00,クラセリア,19030,0,0,0,1,0,0
739,2023-03-31 00:00:00,センソユニコ,17700,0,0,1,0,0,0
738,2023-04-01 00:00:00,ローラアシュレイ,15800,0,0,0,1,0,0
737,2023-04-01 00:00:00,バンベール,8900,0,1,0,0,0,0
736,2023-04-01 00:00:00,ビーシービージーマックスアズリア,12740,0,0,0,0,1,0
735,2023-04-02 00:00:00,イエーガー,10000,0,1,0,0,0,0
734,2023-04-03 00:00:00,ビースリー,8520,0,1,0,0,0,0
733,2023-04-04 00:00:00,スローブイエナ,7200,0,1,0,0,0,0
732,2023-04-04 00:00:00,バーバリーブルーレーベル,22800,0,0,0,1,0,0
731,2023-04-04 00:00:00,ビースリー,5000,0,1,0,0,0,0
730,2023-04-05 00:00:00,ギャバジンK.T,4710,0,0,1,0,0,0
729,2023-04-05 00:00:00,ルネ,23500,0,0,0,1,0,0
728,2023-04-05 00:00:00,レステラ,7500,0,0,1,0,0,0
727,2023-04-06 00:00:00,ポールスチュアート,23430,0,0,0,1,0,0
722,2023-04-10 00:00:00,スペッチオ,12799,0,0,1,0,0,0
723,2023-04-10 00:00:00,ラコステ,8500,0,0,1,0,0,0
725,2023-04-10 00:00:00,キヨコタカセ,6551,0,0,1,0,0,0
726,2023-04-10 00:00:00,バンベール,7390,0,1,0,0,0,0
724,2023-04-10 00:00:00,プリマティーボ,7399,0,1,0,0,0,0
721,2023-04-12 00:00:00,ヒトシタムラ,23500,0,0,0,0,1,0
720,2023-04-12 00:00:00,エリアーヌジジ,11000,0,0,1,0,0,0
719,2023-04-13 00:00:00,インゲボルグ,19600,0,0,0,1,0,0
718,2023-04-15 00:00:00,ニューヨーカー,12300,0,0,1,0,0,0
717,2023-04-15 00:00:00,バーバリーゴルフ,5899,0,0,1,0,0,0
716,2023-04-15 00:00:00,セオリー,14300,0,0,0,0,1,0
715,2023-04-15 00:00:00,ニューヨーカー,6100,0,0,1,0,0,0
714,2023-04-16 00:00:00,ハロッズ,23900,0,0,0,0,0,1
713,2023-04-16 00:00:00,コーチ,28800,0,0,0,0,0,1
712,2023-04-16 00:00:00,コムーン,6500,0,1,0,0,0,0
710,2023-04-21 00:00:00,コムサマチュア,8400,0,1,0,0,0,0
711,2023-04-21 00:00:00,フェンディ,38401,0,0,0,0,0,1
709,2023-04-23 00:00:00,スコッチハウス,12000,0,1,0,0,0,0
708,2023-04-24 00:00:00,スペッチオ,12430,0,0,1,0,0,0
707,2023-04-25 00:00:00,三越,25700,0,0,0,0,1,0
706,2023-04-25 00:00:00,自由区,25700,0,0,1,0,0,0
705,2023-04-26 00:00:00,ピサーノ,12500,0,0,1,0,0,0
704,2023-04-27 00:00:00,詩仙堂,15800,0,0,0,1,0,0
703,2023-04-29 00:00:00,ビューティー&ユース,4710,1,0,0,0,0,0
701,2023-04-30 00:00:00,レリアン,24000,0,0,0,0,0,1
702,2023-04-30 00:00:00,マックスマーラ,12799,0,0,0,1,0,0
700,2023-05-01 00:00:00,リュージョー,18200,0,0,0,1,0,0
699,2023-05-01 00:00:00,オッズオネスト,5590,0,0,1,0,0,0
698,2023-05-03 00:00:00,レリアン,16500,0,0,0,0,0,1
697,2023-05-03 00:00:00,レリアン,12800,0,0,0,0,0,1
696,2023-05-04 00:00:00,ピンクハウス,24300,0,0,0,1,0,0
695,2023-05-06 00:00:00,リュージョー,18200,0,0,0,1,0,0
694,2023-05-07 00:00:00,バレンザポースポーツ,7600,0,0,1,0,0,0
693,2023-05-07 00:00:00,グレード,12800,0,0,0,1,0,0
692,2023-05-07 00:00:00,エル,7585,0,1,0,0,0,0
689,2023-05-08 00:00:00,ナラカミーチェ,13200,0,1,0,0,0,0
690,2023-05-08 00:00:00,レリアン,17820,0,0,0,0,0,1
691,2023-05-08 00:00:00,クレージュ,4100,0,0,1,0,0,0
688,2023-05-09 00:00:00,ニューヨーカー,6100,0,0,1,0,0,0
687,2023-05-12 00:00:00,クードシャンス,8300,0,0,1,0,0,0
686,2023-05-13 00:00:00,リュージョー,18200,0,0,0,1,0,0
685,2023-05-14 00:00:00,マギー,5950,0,0,1,0,0,0
684,2023-05-14 00:00:00,ハロッズ,21000,0,0,0,0,0,1
683,2023-05-14 00:00:00,ドゥクラッセ,7200,0,1,0,0,0,0
673,2023-05-15 00:00:00,レリアン,14520,0,0,0,0,0,1
674,2023-05-15 00:00:00,ポールスチュアート,22520,0,0,0,1,0,0
675,2023-05-15 00:00:00,エヴェックスバイクリツィア,24300,0,0,0,1,0,0
676,2023-05-15 00:00:00,バーバリー,24300,0,0,0,0,0,1
677,2023-05-15 00:00:00,アルマーニエクスチェンジ,11880,0,0,1,0,0,0
679,2023-05-15 00:00:00,バレンザスポーツ,26200,0,0,0,0,0,1
680,2023-05-15 00:00:00,バンベール,11700,0,1,0,0,0,0
681,2023-05-15 00:00:00,リリアンビューティ,22520,0,0,1,0,0,0
682,2023-05-15 00:00:00,レイビームス,9400,0,1,0,0,0,0
678,2023-05-15 00:00:00,イネド,26200,0,0,1,0,0,0
672,2023-05-17 00:00:00,レリアン,7585,0,0,0,0,0,1
671,2023-05-19 00:00:00,アンタイトル,7200,0,0,1,0,0,0
670,2023-05-21 00:00:00,へっぽこ先生,25300,0,0,0,0,0,1
669,2023-05-21 00:00:00,へっぽこ先生,25300,0,0,0,0,0,1
668,2023-05-22 00:00:00,組曲,4700,0,0,1,0,0,0
667,2023-05-22 00:00:00,スペッチオ,11330,0,0,1,0,0,0
666,2023-05-22 00:00:00,バジーレ28,6551,0,1,0,0,0,0
663,2023-05-25 00:00:00,アクアスキュータム,20680,0,0,0,0,1,0
665,2023-05-25 00:00:00,斉藤都世子,17600,0,0,0,0,0,1
664,2023-05-25 00:00:00,インディヴィ,12980,0,0,0,1,0,0
662,2023-05-27 00:00:00,詩仙堂,15200,0,0,0,1,0,0
661,2023-05-27 00:00:00,ラピーヌ,8300,0,0,0,0,1,0
660,2023-05-29 00:00:00,ビースリー,6551,0,1,0,0,0,0
659,2023-05-29 00:00:00,レキップ,9400,0,1,0,0,0,0
658,2023-05-30 00:00:00,イネド,15000,0,0,1,0,0,0
657,2023-05-31 00:00:00,トランスワーク,18000,0,0,1,0,0,0
656,2023-06-01 00:00:00,ベイジ,13530,0,0,1,0,0,0
655,2023-06-04 00:00:00,フランコフェラーロ,17800,0,1,0,0,0,0
654,2023-06-04 00:00:00,グレード,23400,0,0,0,1,0,0
653,2023-06-04 00:00:00,タルボット,14740,0,0,1,0,0,0
652,2023-06-04 00:00:00,スナオクワハラ,5590,0,1,0,0,0,0
647,2023-06-05 00:00:00,コムサイズム,6080,0,1,0,0,0,0
648,2023-06-05 00:00:00,ビーシービージーマックスアズリア,52300,0,0,0,0,1,0
649,2023-06-05 00:00:00,ロートレアモン,52300,0,0,0,0,0,1
651,2023-06-05 00:00:00,スタイルラヴィー,13800,0,0,1,0,0,0
650,2023-06-05 00:00:00,ハーディエイミス,52300,0,0,0,0,0,1
645,2023-06-06 00:00:00,ザ デイズ トウキョウ,15200,0,0,0,1,0,0
643,2023-06-06 00:00:00,ダックス,10000,0,0,0,1,0,0
646,2023-06-06 00:00:00,レリアン,12810,0,0,0,0,0,1
644,2023-06-06 00:00:00,レリアン,14800,0,0,0,0,0,1
642,2023-06-07 00:00:00,ヒロココシノ,10401,0,0,0,1,0,0
641,2023-06-09 00:00:00,コムデギャルソン,42800,0,0,0,0,1,0
640,2023-06-09 00:00:00,スペッチオ,16500,0,0,1,0,0,0
639,2023-06-10 00:00:00,アツロウタヤマ,10460,0,0,1,0,0,0
638,2023-06-10 00:00:00,ジャンニロジュディチェ,10460,0,1,0,0,0,0
637,2023-06-10 00:00:00,ドゥクラッセ,7000,0,1,0,0,0,0
636,2023-06-10 00:00:00,ルネ,20000,0,0,0,1,0,0
635,2023-06-10 00:00:00,ケンゾー,13500,0,0,1,0,0,0
634,2023-06-11 00:00:00,ザラ,6800,0,1,0,0,0,0
633,2023-06-13 00:00:00,セキネ,9400,0,0,1,0,0,0
632,2023-06-15 00:00:00,ビースリー,4200,0,1,0,0,0,0
631,2023-06-15 00:00:00,アリスバーリー,11200,0,0,0,1,0,0
630,2023-06-16 15:56:00,タケゾー,11000,0,0,1,0,0,0
629,2023-06-17 08:45:00,チャコット,13750,0,0,1,0,0,0
628,2023-06-19 14:23:00,ラピーヌブランシュ,12800,0,0,1,0,0,0
627,2023-06-20 09:37:00,ユキコハナイ,24900,0,0,1,0,0,0
626,2023-06-20 23:52:00,アナイ,6785,0,0,0,0,1,0
625,2023-06-21 14:57:00,レスピーギ,5500,0,1,0,0,0,0
624,2023-06-21 20:08:00,オールドイングランド,14080,0,0,0,1,0,0
623,2023-06-23 09:29:00,リフレクト,10000,0,0,1,0,0,0
622,2023-06-23 15:19:00,三年坂,11000,0,0,0,1,0,0
621,2023-06-24 02:25:00,ノーべスパジオ,15899,0,0,0,1,0,0
620,2023-06-24 17:59:00,三年坂,19000,0,0,0,1,0,0
619,2023-06-24 20:57:00,ギビー,12800,0,0,0,1,0,0
618,2023-06-25 20:17:00,ノーブランド,4210,0,1,0,0,0,0
617,2023-06-26 10:05:00,詩仙堂,14700,0,0,0,1,0,0
616,2023-06-27 01:26:00,ジュエリー,19300,0,0,0,1,0,0
615,2023-06-27 19:17:00,ロペ,6800,0,1,0,0,0,0
614,2023-06-28 09:14:00,メルローズ,5200,0,1,0,0,0,0
613,2023-06-28 18:16:00,マッキントッシュ,7700,0,1,0,0,0,0
612,2023-06-28 19:41:00,トゥモローランド,7920,0,1,0,0,0,0
611,2023-06-30 21:27:00,スペッチオ,11900,0,0,1,0,0,0
610,2023-07-01 01:48:00,ホワイトイタリヤード,5300,0,1,0,0,0,0
609,2023-07-01 09:57:00,ヒルゼ,6000,0,1,0,0,0,0
608,2023-07-01 11:09:00,斉藤都世子,10700,0,0,0,0,0,1
607,2023-07-01 13:16:00,レマロン,6299,0,1,0,0,0,0
606,2023-07-01 22:39:00,ラルフローレン,11000,0,0,1,0,0,0
605,2023-07-01 23:55:00,コムデギャルソン,12250,0,0,0,0,1,0
604,2023-07-02 01:20:00,ソワールドルチェ,30000,0,0,0,0,1,0
603,2023-07-02 01:47:00,東京ソワール,16500,0,0,0,0,1,0
602,2023-07-02 09:54:00,ビスケー,11000,0,0,0,0,1,0
601,2023-07-02 18:30:00,ビースリー,8360,0,1,0,0,0,0
600,2023-07-02 20:45:00,バーバリーブルーレーベル,9150,0,0,0,1,0,0
599,2023-07-02 22:42:00,バーバリーブルーレーベル,11900,0,0,0,1,0,0
598,2023-07-02 23:50:00,東京ソワール,10500,0,0,0,0,1,0
597,2023-07-03 08:03:00,セオリーリュクス,13750,0,0,1,0,0,0
596,2023-07-04 20:19:00,イッセイミヤケ,9250,0,0,0,0,1,0
595,2023-07-04 20:23:00,コムデギャルソン,11500,0,0,0,0,1,0
594,2023-07-04 21:05:00,ロペ,8000,0,1,0,0,0,0
593,2023-07-05 08:32:00,オールドイングランド,5000,0,0,0,1,0,0
592,2023-07-05 12:57:00,アニエスベー,7700,0,0,1,0,0,0
591,2023-07-05 20:01:00,バーバリーブルーレーベル,22900,0,0,0,1,0,0
588,2023-07-05 22:16:00,三年坂,25150,0,0,0,1,0,0
590,2023-07-05 22:16:00,三年坂,25150,0,0,0,1,0,0
589,2023-07-05 22:16:00,三年坂,25150,0,0,0,1,0,0
587,2023-07-05 22:38:00,レリアン,11750,0,0,0,0,0,1
585,2023-07-05 23:52:00,三年坂,21900,0,0,0,1,0,0
586,2023-07-05 23:52:00,三年坂,21900,0,0,0,1,0,0
584,2023-07-07 00:21:00,東京スタイル,14700,0,0,0,1,0,0
583,2023-07-08 19:00:00,三年坂,20000,0,0,0,1,0,0
582,2023-07-08 19:00:00,三年坂,20000,0,0,0,1,0,0
581,2023-07-08 19:02:00,三年坂,10000,0,0,0,1,0,0
580,2023-07-08 19:03:00,三年坂,10650,0,0,0,1,0,0
579,2023-07-08 19:04:00,三年坂,10000,0,0,0,1,0,0
578,2023-07-09 15:38:00,東京ソワール,11600,0,0,0,0,1,0
577,2023-07-10 19:32:00,バーバリー,59300,0,0,0,0,0,1
576,2023-07-10 19:32:00,セオリー,59300,0,0,0,0,1,0
575,2023-07-10 19:32:00,ケイトスペード,59300,0,0,0,0,0,1
574,2023-07-10 19:32:00,レリアン,59300,0,0,0,0,0,1
573,2023-07-10 20:21:00,トピーズ,10000,0,0,1,0,0,0
571,2023-07-10 21:27:00,スペッチオ,16800,0,0,1,0,0,0
572,2023-07-10 21:27:00,カルバンクライン,16800,0,0,0,1,0,0
570,2023-07-10 23:25:00,バーバリー,26150,0,0,0,0,0,1
569,2023-07-10 23:25:00,バーバリー,26150,0,0,0,0,0,1
568,2023-07-10 23:59:00,レリアン,11400,0,0,0,0,0,1
567,2023-07-11 00:22:00,バレンザポー,5299,0,1,0,0,0,0
566,2023-07-11 00:29:00,エンフォルド,35500,0,0,0,0,0,1
565,2023-07-11 01:18:00,ブレッケンリッジ,10300,0,1,0,0,0,0
564,2023-07-11 01:18:00,ルーニィ,10300,0,0,1,0,0,0
563,2023-07-11 01:57:00,ヨシキヒシヌマ,11000,0,0,1,0,0,0
562,2023-07-11 19:49:00,バーバリー,4400,0,0,0,0,0,1
560,2023-07-12 10:43:00,ヴァンドゥーオクトーブル,11400,0,0,1,0,0,0
561,2023-07-12 10:43:00,東京ソワール,11400,0,0,0,0,1,0
559,2023-07-12 22:56:00,ドゥクラッセ,5500,0,1,0,0,0,0
558,2023-07-13 10:48:00,イッセイミヤケ,15950,0,0,0,0,1,0
557,2023-07-13 17:20:00,ノーブランド,12800,0,1,0,0,0,0
556,2023-07-13 22:05:00,ヒトシタムラ,30300,0,0,0,0,1,0
555,2023-07-16 19:51:00,エムズグレイシー,19000,0,0,0,0,1,0
554,2023-07-16 19:56:00,ヒロコビス,17200,0,0,1,0,0,0
553,2023-07-17 12:55:00,トレンドクリップス,6000,0,1,0,0,0,0
552,2023-07-17 22:21:00,ザラ,8000,0,1,0,0,0,0
551,2023-07-19 21:08:00,ヒトシタムラ,27300,0,0,0,0,1,0
550,2023-07-19 23:19:00,コジャーナ,24900,0,0,0,0,1,0
549,2023-07-20 23:02:00,ヒロコビス,16300,0,0,1,0,0,0
548,2023-07-20 23:35:00,スペッチオ,17800,0,0,1,0,0,0
547,2023-07-22 21:53:00,コムサ,6050,0,1,0,0,0,0
546,2023-07-23 09:36:00,レリアン,22000,0,0,0,0,0,1
545,2023-07-23 14:57:00,ヒロコビス,10600,0,0,1,0,0,0
544,2023-07-24 20:04:00,レオナール,16500,0,0,0,0,0,1
543,2023-07-25 03:29:00,ビースリー,6380,0,1,0,0,0,0
542,2023-07-25 13:28:00,グラン山貴,9700,0,1,0,0,0,0
541,2023-07-26 06:14:00,ナラカミーチェ,4990,0,1,0,0,0,0
540,2023-07-27 09:58:00,ヴィヴィアンタム,17500,0,0,1,0,0,0
539,2023-07-29 01:21:00,ダブルスタンダードクローシング,5720,0,1,0,0,0,0
538,2023-07-29 17:19:00,レキップ,6600,0,1,0,0,0,0
537,2023-07-29 21:08:00,t.b センソユニコ,5300,0,1,0,0,0,0
536,2023-07-30 21:22:00,ヤッコマリカルド,17930,0,0,0,1,0,0
535,2023-08-04 20:21:00,スペッチオ,13800,0,0,1,0,0,0
534,2023-08-04 23:00:00,ドゥクラッセ,4180,0,1,0,0,0,0
533,2023-08-05 00:14:00,レリアン,19200,0,0,0,0,0,1
532,2023-08-05 02:14:00,マックスマーラ,17900,0,0,0,1,0,0
531,2023-08-06 13:03:00,ヤッコマリカルド,17600,0,0,0,1,0,0
530,2023-08-06 20:24:00,東京ソワール,17160,0,0,0,0,1,0
529,2023-08-08 07:15:00,インデックス,999,0,0,0,0,0,0
528,2023-08-08 11:46:00,バンベール,6785,0,1,0,0,0,0
527,2023-08-08 19:46:00,伊太利屋,15730,0,0,0,1,0,0
526,2023-08-08 23:09:00,レリアン,28800,0,0,0,0,0,1
525,2023-08-09 19:18:00,イッセイミヤケ,12800,0,0,0,0,1,0
524,2023-08-10 01:12:00,エムズグレイシー,28800,0,0,0,0,1,0
523,2023-08-10 11:44:00,ヴィアファブリカ,7000,0,1,0,0,0,0
522,2023-08-10 14:24:00,インテレクション,6800,0,1,0,0,0,0
521,2023-08-10 19:55:00,リベサ,7150,0,1,0,0,0,0
520,2023-08-11 06:55:00,モガ,4210,0,1,0,0,0,0
519,2023-08-12 14:38:00,プラネテ,5480,0,1,0,0,0,0
518,2023-08-12 20:51:00,トクコプルミエヴォル,9799,0,0,1,0,0,0
517,2023-08-14 17:28:00,東京ソワール,18600,0,0,0,0,1,0
516,2023-08-14 22:07:00,ジュンコアラタ,23000,0,0,0,0,1,0
515,2023-08-15 20:25:00,プリマージ,12800,0,0,1,0,0,0
514,2023-08-15 23:05:00,ザラ,12800,0,1,0,0,0,0
513,2023-08-16 02:15:00,Jプレス,5480,0,1,0,0,0,0
512,2023-08-16 06:34:00,モガ,12010,0,1,0,0,0,0
511,2023-08-18 22:30:00,ジュンアシダ,35000,0,0,0,0,1,0
510,2023-08-19 10:32:00,ニューヨーカー,12650,0,0,1,0,0,0
509,2023-08-20 22:44:00,ティザン,18500,0,0,0,1,0,0
508,2023-08-21 20:10:00,スポーツマックス,12810,0,0,0,0,0,1
507,2023-08-23 23:11:00,アニエスベー,13200,0,0,1,0,0,0
506,2023-08-28 09:43:00,ダックス,11000,0,0,0,1,0,0
505,2023-08-29 20:45:00,ビースリー,7700,0,1,0,0,0,0
504,2023-08-30 22:30:00,オットー,12800,0,0,1,0,0,0
503,2023-08-31 11:04:00,ネイブル,8250,0,1,0,0,0,0
502,2023-09-01 11:53:00,アシール,21800,0,0,0,0,1,0
501,2023-09-01 18:52:00,トランク,12000,0,0,1,0,0,0
500,2023-09-03 21:39:00,トピーズ,14000,0,0,1,0,0,0
499,2023-09-04 11:07:00,アクリス,34810,0,0,0,0,0,1
498,2023-09-04 20:03:00,レリアン,15000,0,0,0,0,0,1
497,2023-09-04 20:49:00,スペッチオ,7100,0,0,1,0,0,0
496,2023-09-04 21:41:00,トクコプルミエヴォル,13100,0,0,1,0,0,0
495,2023-09-04 23:16:00,ジバンシイ,11000,0,0,0,1,0,0
494,2023-09-04 23:58:00,東京ソワール,14000,0,0,0,0,1,0
493,2023-09-05 01:37:00,イエナ,8400,0,1,0,0,0,0
492,2023-09-05 01:37:00,ビラーヴェ,8400,0,1,0,0,0,0
491,2023-09-05 04:19:00,ホコモモラ,7350,0,0,0,1,0,0
490,2023-09-05 04:20:00,コウジワタナベ,14950,0,0,1,0,0,0
489,2023-09-05 04:20:00,グレード,14950,0,0,0,1,0,0
488,2023-09-05 09:06:00,ドゥクラッセ,6930,0,1,0,0,0,0
486,2023-09-05 12:00:00,ちぐさボーベル,27750,0,0,0,0,1,0
487,2023-09-05 12:00:00,東京ソワール,27750,0,0,0,0,1,0
485,2023-09-05 17:28:00,プラステ,11500,0,0,1,0,0,0
484,2023-09-05 17:48:00,23区,5400,0,0,1,0,0,0
483,2023-09-05 19:33:00,エフデ,8750,0,0,0,0,0,1
482,2023-09-05 21:09:00,J.プレス,13800,0,1,0,0,0,0
481,2023-09-07 00:31:00,ローラアシュレイ,9000,0,0,0,1,0,0
480,2023-09-07 18:00:00,ビースリー,7150,0,1,0,0,0,0
479,2023-09-07 22:24:00,ビースリー,3250,0,1,0,0,0,0
478,2023-09-07 22:43:00,斉藤都世子,7100,0,0,0,0,0,1
477,2023-09-08 12:56:00,伊太利屋,22000,0,0,0,1,0,0
476,2023-09-08 16:52:00,レリアン,7000,0,0,0,0,0,1
475,2023-09-09 02:16:00,アルマーニ,15850,0,0,0,0,1,0
474,2023-09-09 16:06:00,マックスマーラ,14000,0,0,0,1,0,0
473,2023-09-09 18:09:00,バラ色の暮し,8910,0,1,0,0,0,0
472,2023-09-10 09:34:00,セオリーリュクス,7400,0,0,1,0,0,0
471,2023-09-10 11:12:00,バーバリー,32000,0,0,0,0,0,1
470,2023-09-10 11:52:00,ポールスミス,6250,0,0,1,0,0,0
469,2023-09-10 13:49:00,ビースリー,2600,0,1,0,0,0,0
468,2023-09-10 14:40:00,自由区,6800,0,0,1,0,0,0
467,2023-09-10 14:42:00,ローラアシュレイ,5000,0,0,0,1,0,0
466,2023-09-10 15:56:00,ユキサブロウワタナべミッチ,6930,0,1,0,0,0,0
465,2023-09-10 18:01:00,東京ソワール,18400,0,0,0,0,1,0
464,2023-09-10 21:12:00,マックスアズリア,11500,0,0,1,0,0,0
463,2023-09-10 23:17:00,ジュンアシダ,15000,0,0,0,0,1,0
462,2023-09-10 23:23:00,カヤック,4400,1,0,0,0,0,0
461,2023-09-10 23:45:00,伊太利屋,29150,0,0,0,1,0,0
460,2023-09-10 23:45:00,伊太利屋,29150,0,0,0,1,0,0
459,2023-09-10 23:45:00,レリアン,29150,0,0,0,0,0,1
458,2023-09-10 23:57:00,組曲,4100,0,0,1,0,0,0
454,2023-09-11 01:28:00,サンジョア,18380,0,0,1,0,0,0
457,2023-09-11 01:28:00,ボッシュ,18380,0,0,1,0,0,0
456,2023-09-11 01:28:00,リフレクト,18380,0,0,1,0,0,0
455,2023-09-11 01:28:00,スキャパ,18380,0,0,0,1,0,0
453,2023-09-11 20:25:00,ピノーレ,4990,0,1,0,0,0,0
452,2023-09-12 21:18:00,アンタイトル,4100,0,0,1,0,0,0
